  5.0097013e-001  5.2549561e+000  2.2830076e+000
  3.8326953e-002  1.6945633e+000  8.0491003e+000
  2.5551485e+000 -1.0045102e-001  3.2902261e+000
  1.2516271e+000  6.4944294e+000  3.9313802e+000
  2.9915826e+000  1.7614753e+000  2.1818148e+000
  2.4444549e+000  1.8511734e+000  1.9124596e+000
  2.2296824e-001  1.4997749e+000  1.7439522e+000
  2.4148801e+000  3.0521830e-001  3.4983912e+000
  9.5180984e-001 -3.9544483e+000  6.0209971e+000
  1.8843695e+000  1.1882749e+000 -4.8575134e+000
  3.1410611e-002  3.1106469e+000  5.2783628e+000
  4.2795214e-001  4.3160983e+000  2.0759988e+000
  1.0031709e+000 -8.1212256e-001  7.8722832e+000
  1.1396204e+000 -1.6332869e+000 -5.3674529e+000
  1.2624146e+000  2.2384442e+000  3.9969210e+000
  5.5345336e-001  2.0104826e+000  2.3817930e+000
  1.0495446e+000  3.8519137e+000  4.0522985e+000
  2.0424067e-001  7.5551679e-001  7.2896461e+000
 -1.0849055e+000  2.0673908e+000  2.9529839e+000
  4.4570198e-001 -3.2719529e-001  3.3000960e+000
  1.4782595e+000  5.5493387e+000  1.5883523e+000
  7.4724526e-002  2.0030932e+000  4.9118978e+000
 -5.6894827e-001  3.4003624e+000  5.9212639e+000
  9.2952329e-001  1.9326390e+000  3.9074046e+000
  3.4337515e-001  1.8955834e+000  5.3195158e+000
  6.8014782e-001 -2.4117868e-001  7.3818704e+000
  1.4090624e+000  4.2651706e+000  4.7100812e+000
  8.2282268e-002  5.4019203e+000  2.9256008e+000
  2.3023438e-001  3.2494720e-001  2.7247203e+000
  1.6301321e+000  2.7690826e+000  1.1702652e+000
  5.8632331e-001  4.2361779e+000  8.9900539e-001
  6.4993124e-001  5.6335655e+000 -1.9203125e+000
  1.2770624e+000  6.5096577e-001  3.6116881e+000
  2.3073803e+000  2.9241874e+000  6.8654019e+000
  4.3897109e-002  4.3914648e+000  1.7832822e+000
  3.9662167e-001  5.6672265e+000  1.0419834e-001
  6.0304101e-001  2.1796633e+000  3.7918811e+000
  1.2921673e+000  3.5635076e+000  4.2120336e+000
  6.7457176e-001  1.2522779e+000  2.1171790e+000
 -7.1789457e-001  1.8921327e+000  3.6535813e+000
  3.1732321e+000  3.1448335e+000  5.4450444e+000
 -7.8851457e-002  8.4020603e-001 -2.6271473e+000
  1.9174901e+000  9.0612272e-001  1.1846840e+000
  1.0252661e+000  2.5229811e+000  5.2304645e+000
  8.3799509e-001  2.8714126e+000  5.5838025e+000
  1.0640754e+000 -1.4545180e+000  5.1481249e+000
  1.0366316e+000  1.6302521e+000  5.5576937e-001
  1.9899702e+000 -1.5633839e+000  2.8679088e+000
  1.8902058e+000  1.0877295e+000 -2.7111125e+000
  6.0789316e-001 -2.1400656e-001  8.2724471e+000
  2.8079425e-001  1.5601386e+000  4.7250376e+000
  1.1701461e+000  1.0084446e+000  6.6080601e+000
  8.8794183e-001  3.1256338e+000  2.9080257e+000
 -3.2284992e-001 -1.6598513e-001  3.4725454e+000
 -4.6639585e-001  3.3471044e+000  4.0875893e+000
  1.6065355e+000  2.1483873e+000  6.2415490e+000
  3.3758132e-001  2.9507969e+000  6.7328433e+000
  1.0296422e+000  3.3833992e+000  9.4319677e-001
  9.5686790e-001 -1.0953006e+000 -2.1543238e-001
  7.7890579e-001 -1.3515323e+000 -2.0944159e+000
  8.9147748e-001  1.3984603e+000 -1.1049498e+000
  1.7377401e+000  1.1913579e+000  5.5703415e+000
  4.3437102e+000  3.2529018e+000  6.8388138e+000
  2.5876305e-001  4.0682262e+000  1.1453279e+000
  1.4237627e+000  3.7897885e+000  2.2875737e+000
  8.7206403e-001  4.0389510e+000  8.2452973e+000
  1.9874593e+000  1.1598443e+000  1.9989920e+000
