  3.0610182e+000  6.5130144e-001  3.0436812e+000
  2.0228617e+000  1.1228016e+000  4.1551699e+000
  4.2661433e+000  6.0312472e-001  4.9043888e+000
  3.2746518e+000 -1.4941872e-001 -2.2544389e+000
  9.9170661e-001  1.0641683e+000  1.5839371e+000
 -7.3407435e-001  2.1245276e+000  6.2601765e+000
  1.3657451e+000  2.4064953e+000  5.7147374e+000
  2.6378292e+000  6.4863783e-001  4.2411424e+000
  2.4998697e+000  1.3583762e+000  2.2347037e+000
  5.4432133e-001  3.6368575e+000  3.9434123e+000
  1.2310842e+000  4.5596531e+000  3.4271925e+000
  2.6582585e+000  6.8136294e-001  3.9235554e+000
  2.0758588e+000  3.2570651e+000  4.1273590e+000
  2.6745852e+000  2.4433719e-001 -1.5370838e+000
  4.5769450e+000  1.7647844e+000  3.6875977e+000
  2.7698767e+000  2.9660431e+000 -1.4177237e-001
 -1.0930722e+000  2.5445406e+000  1.1184121e+000
  8.8592443e-001  3.5268941e+000  5.6329401e+000
  1.5110497e+000  2.9594331e+000  3.1017879e+000
  2.7483872e+000  1.4902057e+000  1.9370115e+000
  2.5008720e+000  1.2793310e+000  3.1924860e+000
  2.3663607e+000  2.4239726e+000  4.7742927e+000
  2.6375987e-002  3.6160201e+000  9.4424771e-001
  3.9914382e+000  1.7363002e-001  1.3955984e+000
  6.6008631e-001  1.9758091e+000  2.3491490e+000
  1.3134522e+000  1.5775531e+000  2.9035491e+000
  3.4438202e+000 -1.6028374e-003  4.3849230e+000
  1.2095882e+000  3.0069800e+000  5.6681140e+000
  7.4485280e-001  1.5010105e+000  5.5717475e-001
  1.6479422e+000  1.9459031e+000  1.9731268e-001
  7.4278784e-001  1.4043537e+000  3.1756300e+000
  5.2786668e+000  6.0531577e-003  4.1262486e+000
  2.8283868e-001  4.3956099e+000  2.9191630e+000
  2.1089335e+000  2.1443673e+000  1.1351503e+000
  4.4124233e+000  2.4385728e-001  1.2684026e+000
  1.1592223e+000  2.9420307e+000  4.4201164e+000
 -5.8020183e-001  4.8815242e+000  5.9426943e+000
 -4.5111163e-001  3.3362791e+000  4.0975338e+000
  2.4935370e+000  4.2283965e+000  3.0937624e+000
 -6.5265853e-001  5.2725724e+000  3.0710929e+000
  2.9479573e+000 -2.2294580e+000  9.9351581e-001
  2.1059137e+000 -3.7164044e-002  2.2399573e+000
  3.8399548e+000 -8.2401440e-001  2.2727400e+000
  3.0651124e+000  2.1306091e+000  7.8141062e-001
  2.5110523e+000  1.6811960e+000  3.3321568e+000
  5.4658050e+000 -9.4344082e-001  4.3024437e+000
  3.0459219e+000  1.4069733e+000  4.2095570e+000
  1.4484090e+000  3.0837553e+000  2.2534712e-001
  2.4572198e+000  6.4999094e-001  1.0590639e+000
  9.7298027e-001  2.8695182e+000  5.3222825e+000
  2.5072683e+000  2.7279076e+000  7.1670359e-001
  1.2947524e+000  2.4160682e+000  3.0579179e+000
  3.2646290e+000  8.6676563e-001 -4.3067500e-001
  8.1422060e-001  2.9154716e+000  3.0238999e+000
  2.4404884e+000  2.2740802e+000  4.1983804e+000
  4.5167250e+000  1.2923629e+000  5.9955753e-001
 -2.6592280e-001  2.6998351e+000  4.5270071e+000
  9.6386515e-001  1.9775059e+000  4.0458985e-001
 -1.1256440e+000  4.9019253e+000  2.6063210e+000
  1.9454772e+000  2.9791801e+000  2.5332523e+000
  3.9213915e+000 -1.4564717e+000  2.2422438e+000
  3.1189684e+000 -2.4636083e-001  4.3774861e+000
  1.1496756e+000  1.7551984e+000  3.8312015e+000
  1.2433254e+000  2.3338935e+000  6.2833698e+000
  1.8349507e+000  9.8893791e-002  1.9182228e+000
  9.7879805e-001  9.0549607e-001  4.5750684e+000
  1.5959020e+000  5.5187170e+000  5.2797195e+000
  1.5744440e-001  2.3328154e+000  5.3832058e+000
  8.8304266e-001  2.8789439e+000 -6.5346555e-002
  5.1607023e+000  7.3615241e-002 -1.6499181e-001
  1.6876419e+000  1.4031425e+000  7.1853903e+000
  2.8036138e+000  2.3708976e+000  4.8392684e+000
  2.9560962e+000  1.2012606e+000  2.2314694e+000
  1.0888613e+000  2.6772030e+000  3.5719540e+000
  1.4194213e+000  3.2993180e+000 -1.2586173e+000
  2.8273534e+000  2.5965216e+000  3.7414981e+000
  2.0943186e+000  3.5497745e+000  2.9242584e+000
  2.1051543e+000  4.5860803e+000  2.0898135e+000
  2.5582801e+000  2.1071532e+000  8.6298184e+000
 -9.0360617e-001  3.8014353e+000  1.6726841e+000
  2.2415650e+000  7.8748476e-001  9.9707346e-001
  2.8652279e+000  1.6422483e+000  3.6453505e+000
  5.2274667e+000 -6.7228224e-002 -2.7585648e-001
  3.6782478e+000  2.1522604e+000  1.1073087e+000
  1.4817184e+000  1.9614212e+000  5.7816072e-001
  1.4167752e+000  2.6640822e+000  2.9401284e+000
  4.0193520e+000 -9.4749205e-002  1.5778058e+000
  1.0359895e+000  1.3366528e+000  2.3392483e+000
  2.5419445e+000  7.8080855e-001  2.3851161e+000
  1.8726676e+000  8.2328768e-001  6.9952370e-002
  3.5003949e+000  7.5779280e-001  3.6929272e-001
  4.0449626e+000  1.2526415e+000  3.8919775e+000
 -1.0490218e+000  4.9862835e+000 -1.0580249e+000
  1.5515174e+000  3.2253774e+000  4.4743342e+000
  2.1672609e+000  1.8933044e+000  5.2628184e+000
  2.3499453e+000  2.6129405e-001  3.0830859e+000
  4.8840519e+000 -3.5773891e-001  3.3673372e+000
  2.1850791e+000  2.0110047e+000  2.6485750e+000
 -6.0274880e-001  3.8836337e+000  6.3190336e+000
  8.6056634e-001  1.9378830e+000  3.4012082e+000
